id,area,name,name_en,deactivate,created_by,edited_by,create_time,edit_time,internal_version
94949489401,949494894,সারডুবি,SARDUBI,0,SYSTEM,,2020-05-09 15:59:01.270236,,0
94949496301,949494963,তেওয়ারীগাঁও,TEWARIGAON,0,SYSTEM,,2020-05-09 15:59:01.270236,,0
91354743101,913547431,পূর্ব জুধিস্তিপুর,"PURBA
JUDHISHTHIPUR",0,SYSTEM,,2020-05-09 15:59:01.270236,,0
15120161402,151201614,কধুরখীল(পশ্চিম অংশ),KODHURKHIL(PASHIM PART),0,SYSTEM,,2020-05-09 15:59:01.270236,,0
15120361401,151203877,পূর্ব গোমদন্ডী (3 নং ওয়ার্ড অং,PURBO GOMONDI 3 PART,0,SYSTEM,,2020-05-09 15:59:01.270236,,0
01343199401,013431994,উত্তর পাড়া,UTTARPARA,0,SYSTEM,,2020-05-09 15:59:01.270236,,0
12131796101,121317961,"আর, কে, মিশন রোড(হোঃ১-৯১/১)",SHYAMNAGAR,0,SYSTEM,,2020-05-09 15:59:01.270236,,0
